appno,fullname,protectedgender,date_first_submitted,fromwhichinstitutiondidyoureceiv,ifyouselectedoutofstateorother,internal_external,positioncategory,signle_race,jobtypesappliedfor,ethnicity2,primary_recruitment_source,days_need_review,days_screening,days_cert_hold,days_candidate_action,days_needs_second_review,days_rec_approved,mean_days_need_review,mean_days_screening,mean_days_cert_hold,mean_days_candidate_action,mean_days_needs_second_review,mean_days_rec_approved,hired,current_pipeline_stage,hired_yn,datecomp,lastaccess
533,Angela Thompson,Female,7/25/15,Kodolanyi Janos University College,,External Applications,Elementary School Teaching,White,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,Teachers-Teachers,2,0,,21,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Hired,No,7/26/16,7/26/16
723,Roger Daniels,Female,7/23/15,Merkur Internationale FH Karlsruhe,,External Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,Not Hispanic,Teachers-Teachers,1,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
378,Matthew Bennett,Female,7/23/15,Utsunomiya University,,External Applications,High School Teaching,White,Social Studies - History,Not Hispanic,Teachers-Teachers,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
521,Shirley Hughes,Female,7/23/15,Institute of Industrial Electronics Engineering,,External Applications,High School Teaching,White,English,Not Hispanic,Teachers-Teachers,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
372,Stephen Young,Female,7/23/15,Coker College,,External Applications,High School Teaching,White,Social Studies - Political Science,Not Hispanic,Teachers-Teachers,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
780,Bonnie Griffin,Female,7/23/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,High School Teaching,White,Social Studies - Economics,Not Hispanic,Word of Mouth,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
128,Sarah Fox,Female,7/23/15,Nile University,,External Applications,High School Teaching,White,General,Not Hispanic,Word of Mouth,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
749,Barbara Fuller,Female,7/23/15,Kodolanyi Janos University College,,External Applications,Middle School Teaching,White,Social Studies,Not Hispanic,None Listed,1,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
713,Ashley Hanson,Female,7/23/15,Merkur Internationale FH Karlsruhe,,External Applications,Middle School Teaching,White,Reading,Not Hispanic,None Listed,1,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Withdrawn,No,8/11/16,8/11/16
223,Kimberly Hanson,Male,7/21/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,High School Teaching,Native American,Business Education,Not Hispanic,None Listed,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/25/16,4/27/16
658,Roy Nichols,Male,7/21/15,Nile University,,External Applications,High School Teaching,Native American,Career Tech,Not Hispanic,None Listed,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/25/16,4/27/16
21,Barbara Fernandez,Male,7/21/15,Kodolanyi Janos University College,,External Applications,High School Teaching,Native American,General,Not Hispanic,None Listed,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/25/16,4/27/16
258,Willie Kelley,Male,7/21/15,Merkur Internationale FH Karlsruhe,,External Applications,High School Teaching,Native American,Industrial-Technology Education,Not Hispanic,None Listed,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,2/25/16,4/27/16
795,Jacqueline Bowman,Female,7/21/15,Utsunomiya University,,External Applications,Elementary School Teaching,Black,Art,Not Hispanic,TPS Website,1,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,7/21/16,7/21/16
719,Nicole Rivera,Female,7/21/15,Institute of Industrial Electronics Engineering,,External Applications,High School Teaching,Black,Art,Not Hispanic,TPS Website,0,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,7/21/16,7/21/16
958,Albert Harris,Female,7/21/15,Coker College,,External Applications,Middle School Teaching,Black,Art,Not Hispanic,TPS Website,0,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,7/21/16,7/21/16
26,Judy Mcdonald,Female,7/21/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,High School Teaching,White,Mathematics,Not Hispanic,TPS Website,,,,,,,,,,,,,0,,No,7/21/15,7/21/16
379,Craig Johnston,Female,7/27/15,Nile University,Expected approval & certificate from OK Alternative Placement Program,Internal Applications,Elementary School Teaching,No Race Provided,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,TPS Website,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,8/2/16,8/2/16
712,Diana Jones,Female,7/27/15,Kodolanyi Janos University College,Expected approval & certificate from OK Alternative Placement Program,Internal Applications,Middle School Teaching,No Race Provided,General,Not Hispanic,TPS Website,0,0,4,,3,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,8/2/16,8/2/16
17,Andrew Wells,Male,7/23/15,Merkur Internationale FH Karlsruhe,,External Applications,High School Teaching,White,Mathematics,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,5/4/16,5/4/16
907,Antonio Fernandez,Male,7/23/15,Utsunomiya University,,External Applications,High School Teaching,White,Business Education,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,5/4/16,5/4/16
637,Robert Sanders,Male,7/23/15,Institute of Industrial Electronics Engineering,,External Applications,Middle School Teaching,White,Mathematics,Not Hispanic,TPS Website,1,0,,,64,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,5/4/16,5/4/16
675,Carolyn Carpenter,Female,7/28/15,Coker College,,Internal Applications,Elementary School Teaching,Native American,Music - Vocal,Chose No Response,TPS Website,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,7/30/16,11/1/16
999,Gerald Carr,Female,7/28/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,Internal Applications,Elementary School Teaching,Native American,Early Childhood - Pre-Kindergarten / Kindergarten,Chose No Response,TPS Website,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,7/30/16,11/1/16
235,Johnny Grant,Female,7/28/15,Nile University,,Internal Applications,Elementary School Teaching,Native American,General,Chose No Response,Teachers-Teachers,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,7/30/16,11/1/16
419,Jacqueline Dean,Female,7/28/15,Kodolanyi Janos University College,,Internal Applications,Elementary School Teaching,Native American,Elementary - Grades 1 - 6,Chose No Response,TPS Website,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,TM Early Offers,Yes,7/30/16,11/1/16
579,Jonathan Snyder,Female,7/28/15,Merkur Internationale FH Karlsruhe,,External Applications,Elementary School Teaching,White,Special Education,Not Hispanic,TPS Website,,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/19/17,1/19/17
164,Henry Bishop,Female,7/28/15,Utsunomiya University,,External Applications,High School Teaching,White,Special Education,Not Hispanic,Teachers-Teachers,1,,,,9,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/19/17,1/19/17
422,Samuel Hamilton,Male,1/10/17,Institute of Industrial Electronics Engineering,,External Applications,Elementary School Teaching,No Race Provided,Special Education,Chose No Response,Teachers-Teachers,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/10/17,1/10/17
440,Jose Day,Male,1/10/17,Coker College,,External Applications,Elementary School Teaching,No Race Provided,Art,Chose No Response,Teachers-Teachers,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/10/17,1/10/17
949,Roy Ward,Male,1/10/17,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,Elementary School Teaching,No Race Provided,General,Chose No Response,Teachers-Teachers,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/10/17,1/10/17
29,Sharon Walker,Male,1/10/17,Nile University,,External Applications,Elementary School Teaching,No Race Provided,Elementary - Grades 1 - 6,Chose No Response,Teachers-Teachers,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/10/17,1/10/17
636,Chris Perry,Male,1/10/17,Kodolanyi Janos University College,,External Applications,Elementary School Teaching,No Race Provided,Early Childhood - Pre-Kindergarten / Kindergarten,Chose No Response,Teachers-Teachers,1,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certified and HQ,No,1/10/17,1/10/17
39,Kathy Moore,Male,8/17/15,Merkur Internationale FH Karlsruhe,,External Applications,High School Teaching,White,Industrial-Technology Education,Not Hispanic,Teachers-Teachers,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
591,Jerry Phillips,Male,8/17/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,High School Teaching,White,Career Tech,Not Hispanic,Teachers-Teachers,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
123,Ashley Martinez,Male,8/17/15,Nile University,,External Applications,High School Teaching,White,Business Education,Not Hispanic,Teachers-Teachers,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
37,Philip Young,Male,8/17/15,Kodolanyi Janos University College,,External Applications,High School Teaching,White,Art,Not Hispanic,Teachers-Teachers,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
101,Joshua Evans,Male,8/17/15,Merkur Internationale FH Karlsruhe,,External Applications,Middle School Teaching,White,Computer,Not Hispanic,Teachers-Teachers,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
510,Andrew Bradley,Male,8/17/15,Utsunomiya University,,External Applications,Middle School Teaching,White,Industrial Technology,Not Hispanic,TPS Website,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
890,Richard Coleman,Male,8/17/15,Institute of Industrial Electronics Engineering,,External Applications,Middle School Teaching,White,Art,Not Hispanic,TPS Website,,0,,,11,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/18/16,10/8/16
526,Jack Oliver,Male,7/31/15,Coker College,Ashford University,External Applications,High School Teaching,White,Social Studies - Civics,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
315,Carlos Vasquez,Male,7/31/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,Ashford University,External Applications,High School Teaching,White,General,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
43,David Alexander,Male,7/31/15,Nile University,Ashford University,External Applications,High School Teaching,White,Business Education,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
747,Marilyn Vasquez,Male,7/31/15,Kodolanyi Janos University College,Ashford University,External Applications,High School Teaching,White,English,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
966,Joe Garza,Male,7/31/15,Merkur Internationale FH Karlsruhe,Ashford University,External Applications,High School Teaching,White,Career Tech,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
900,Melissa Ellis,Male,7/31/15,Utsunomiya University,Ashford University,External Applications,High School Teaching,White,Social Studies - Geography,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
172,Donna Owens,Male,7/31/15,Institute of Industrial Electronics Engineering,Ashford University,External Applications,High School Teaching,White,Social Studies - Economics,Not Hispanic,TPS Website,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
236,Patrick Dixon,Male,7/31/15,Coker College,Ashford University,External Applications,High School Teaching,White,Social Studies - History,Not Hispanic,None Listed,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
371,Rebecca Baker,Male,7/31/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,Ashford University,External Applications,High School Teaching,White,Social Studies - Political Science,Not Hispanic,University Job Fair,0,2,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,8/2/16,8/25/16
846,Albert Alexander,Female,8/5/15,Nile University,In the process of obtaining alternative certification,External Applications,Elementary School Teaching,Black,General,Not Hispanic,University Job Fair,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/27/16,6/27/16
472,Ruth Stewart,Female,8/5/15,Kodolanyi Janos University College,In the process of obtaining alternative certification,External Applications,Elementary School Teaching,Black,Elementary - Grades 1 - 6,Not Hispanic,University Job Fair,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/27/16,6/27/16
531,Kathy Diaz,Female,8/5/15,Merkur Internationale FH Karlsruhe,In the process of obtaining alternative certification,External Applications,High School Teaching,Black,English - Reading,Not Hispanic,University Job Fair,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/27/16,6/27/16
871,Randy Harper,Female,8/5/15,Utsunomiya University,In the process of obtaining alternative certification,External Applications,High School Teaching,Black,Business Education,Not Hispanic,University Job Fair,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/27/16,6/27/16
87,Phillip Powell,Female,8/5/15,Institute of Industrial Electronics Engineering,In the process of obtaining alternative certification,External Applications,High School Teaching,Black,English,Not Hispanic,University Job Fair,1,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Hired,Yes,6/27/16,6/27/16
628,Brian Cruz,Female,7/28/15,Coker College,,Internal Applications,High School Teaching,White,General,None Selected,University Job Fair,2,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certified and HQ,Yes,8/12/16,12/14/16
168,Jane Alexander,Female,7/28/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,Internal Applications,High School Teaching,White,Career Tech,None Selected,University Job Fair,2,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certified and HQ,Yes,8/12/16,12/14/16
446,Dennis Smith,Female,7/28/15,Nile University,,Internal Applications,Middle School Teaching,White,TRAICE,None Selected,University Job Fair,0,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Certified and HQ,Yes,8/12/16,12/14/16
521,Gloria Fowler,Male,7/28/15,Kodolanyi Janos University College,French Education Department,External Applications,Elementary School Teaching,White,General,Not Hispanic,TPS Website,,,55,,5,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
794,Justin Ellis,Male,7/28/15,Merkur Internationale FH Karlsruhe,French Education Department,External Applications,Elementary School Teaching,White,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,TPS Website,,,55,,5,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
654,Raymond Grant,Male,7/28/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,French Education Department,External Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,Not Hispanic,TPS Website,,,55,,5,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
6,Jennifer Owens,Male,7/28/15,Nile University,French Education Department,External Applications,High School Teaching,White,ELD - English Language Development,Not Hispanic,TPS Website,,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
354,Matthew Burns,Male,7/28/15,Kodolanyi Janos University College,French Education Department,External Applications,High School Teaching,White,Foreign Language - French,Not Hispanic,Community Job Fair,,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
94,Roy Torres,Male,7/28/15,Merkur Internationale FH Karlsruhe,French Education Department,External Applications,Middle School Teaching,White,General,Not Hispanic,Community Job Fair,,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
947,Roy Duncan,Male,7/28/15,Utsunomiya University,French Education Department,External Applications,Middle School Teaching,White,Foreign Language - French,Not Hispanic,Community Job Fair,,1,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Candidate Action Needed,No,7/11/16,7/11/16
230,Tammy Hall,Male,7/28/16,Institute of Industrial Electronics Engineering,,External Applications,Elementary School Teaching,Native American,General,Not Hispanic,Community Job Fair,0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
156,Amy Mills,Male,7/28/16,Coker College,,External Applications,Elementary School Teaching,Native American,Physical Education,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
484,Diana Hansen,Male,7/28/16,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,High School Teaching,Native American,Special Education,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
826,Kathryn Perez,Male,7/28/16,Nile University,,External Applications,High School Teaching,Native American,Physical Education,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
280,Dennis Rivera,Male,7/28/16,Kodolanyi Janos University College,,External Applications,High School Teaching,Native American,Career Tech,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
775,Frances King,Male,7/28/16,Merkur Internationale FH Karlsruhe,,External Applications,High School Teaching,Native American,General,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
367,Mildred Elliott,Male,7/28/16,Utsunomiya University,,External Applications,High School Teaching,Native American,Industrial-Technology Education,Not Hispanic,Current TPS Employee (Please type the employee's name below),0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
284,Beverly Knight,Male,7/28/16,Institute of Industrial Electronics Engineering,,External Applications,Middle School Teaching,Native American,Special Education,Not Hispanic,Teachers-Teachers,0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
168,Christina Taylor,Male,7/28/16,Coker College,,External Applications,Middle School Teaching,Native American,General,Not Hispanic,Teachers-Teachers,0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
105,Arthur Peters,Male,7/28/16,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,Middle School Teaching,Native American,TRAICE,Not Hispanic,Teachers-Teachers,0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
815,Albert Wilson,Male,7/28/16,Nile University,,External Applications,Middle School Teaching,Native American,Physical Education,Not Hispanic,Teachers-Teachers,0,,,,28,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Screened Out,Yes,7/28/16,8/15/16
165,Bonnie Price,Male,8/4/15,Kodolanyi Janos University College,,Internal Applications,Elementary School Teaching,No Race Provided,Special Education,Not Hispanic,Teachers-Teachers,0,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
925,Lori Graham,Male,8/4/15,Merkur Internationale FH Karlsruhe,,Internal Applications,Elementary School Teaching,No Race Provided,General,Not Hispanic,Teachers-Teachers,0,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
213,Sarah Lawson,Male,8/4/15,Utsunomiya University,,Internal Applications,High School Teaching,No Race Provided,Business Education,Not Hispanic,Teachers-Teachers,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
148,Irene Powell,Male,8/4/15,Institute of Industrial Electronics Engineering,,Internal Applications,High School Teaching,No Race Provided,Industrial-Technology Education,Not Hispanic,Word of Mouth,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
565,Fred Russell,Male,8/4/15,Coker College,,Internal Applications,High School Teaching,No Race Provided,Mathematics,Not Hispanic,Word of Mouth,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
851,Judith Peters,Male,8/4/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,Internal Applications,High School Teaching,No Race Provided,General,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
217,Carol Montgomery,Male,8/4/15,Nile University,,Internal Applications,High School Teaching,No Race Provided,Physical Education,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
904,Gregory Knight,Male,8/4/15,Kodolanyi Janos University College,,Internal Applications,High School Teaching,No Race Provided,Social Studies - History,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
981,Gregory Riley,Male,8/4/15,Merkur Internationale FH Karlsruhe,,Internal Applications,High School Teaching,No Race Provided,Science - General,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
422,Christina Perez,Male,8/4/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,Internal Applications,High School Teaching,No Race Provided,Career Tech,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
55,James Myers,Male,8/4/15,Nile University,,Internal Applications,Middle School Teaching,No Race Provided,ELD - English Language Development,Not Hispanic,None Listed,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
724,Kathleen Burns,Male,8/4/15,Kodolanyi Janos University College,,Internal Applications,Middle School Teaching,No Race Provided,Science,Not Hispanic,TPS Website,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
38,Janet Mills,Male,8/4/15,Merkur Internationale FH Karlsruhe,,Internal Applications,Middle School Teaching,No Race Provided,Mathematics,Not Hispanic,TPS Website,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
887,Anne Cox,Male,8/4/15,Utsunomiya University,,Internal Applications,Middle School Teaching,No Race Provided,Special Education,Not Hispanic,TPS Website,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
575,Philip Kelley,Male,8/4/15,Institute of Industrial Electronics Engineering,,Internal Applications,Middle School Teaching,No Race Provided,Industrial Technology,Not Hispanic,TPS Website,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
967,Phillip Pierce,Male,8/4/15,Coker College,,Internal Applications,Middle School Teaching,No Race Provided,General,Not Hispanic,TPS Website,0,0,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,2016 Teacher Transfer,No,6/17/16,7/6/16
289,Joe Porter,Female,7/28/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,Elementary School Teaching,White,General,Not Hispanic,TPS Website,0,1,15,,0,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,7/28/15,9/8/16
869,Marilyn Vasquez,Female,7/28/15,Nile University,,External Applications,Elementary School Teaching,White,Special Education,Not Hispanic,TPS Website,0,1,15,,0,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,7/28/15,9/8/16
355,Alice Gutierrez,Female,7/28/15,Kodolanyi Janos University College,,External Applications,High School Teaching,White,Special Education,Not Hispanic,TPS Website,0,1,15,,0,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,7/28/15,9/8/16
686,Jacqueline Harrison,Female,7/28/15,Merkur Internationale FH Karlsruhe,,External Applications,Middle School Teaching,White,Special Education,Not Hispanic,TPS Website,0,1,15,,0,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Certification Pending,No,7/28/15,9/8/16
40,Keith Coleman,Female,8/7/15,Utsunomiya University,,External Applications,Elementary School Teaching,White,General,Not Hispanic,TPS Website,3,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/7/15,8/17/16
844,Ashley Parker,Female,8/7/15,Institute of Industrial Electronics Engineering,,External Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,Not Hispanic,TPS Website,3,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/7/15,8/17/16
24,Raymond Martinez,Female,8/7/15,Coker College,,External Applications,Elementary School Teaching,White,Early Childhood - Pre-Kindergarten / Kindergarten,Not Hispanic,Teachers-Teachers,3,,,,,,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,0,Screened Out,No,8/7/15,8/17/16
51,Nicholas Kelley,Female,8/4/15,Ecole Superieur d'Ingenieurs Leonard de Vinci,,External Applications,Elementary School Teaching,White,Elementary - Grades 1 - 6,Not Hispanic,TPS Website,0,0,,,,28,0.96879274,2.840179,54.625,25.932098,18.942636,24.371952,1,Withdrawn,Yes,6/3/16,6/3/16
